	log_likelihood
24050	267.80084
24051	293.67548
24052	301.3956
24053	304.4494
24054	250.23013
24055	254.23657
24056	248.00613
24057	235.59518
24058	275.43222
24059	286.77032
24060	229.46835
24061	304.1339
24062	262.98355
24063	301.7252
24064	278.57077
24065	309.15894
24066	289.7956
24067	238.90242
24068	298.14084
24069	307.08908
24070	298.34833
24071	290.21945
24072	306.22064
24073	294.33157
24074	294.757
24075	326.79053
24076	312.52658
24077	299.71118
24078	318.28964
24079	318.39505
24080	285.9019
24081	297.47858
24082	323.08075
24083	236.87036
24084	268.89398
24085	323.2362
24086	239.28133
24087	305.42023
24088	314.639
24089	263.11224
24090	293.1741
24091	308.32175
24092	295.27582
24093	193.50601
24094	309.11203
24095	310.02875
24096	310.43158
24097	219.78171
24098	291.1219
24099	291.26645
24100	322.47632
24101	294.12613
24102	299.78592
24103	238.13081
24104	213.8966
24105	271.28674
24106	239.825
24107	257.0188
24108	299.63782
24109	202.4951
24110	243.60803
24111	253.08768
24112	230.65585
24113	282.22565
24114	314.02338
24115	227.00835
24116	235.98642
24117	331.90216
24118	274.4018
24119	271.57684
24120	275.63095
24121	299.5183
24122	251.17859
24123	299.94678
24124	299.34198
24125	273.79443
24126	242.87595
24127	294.84845
24128	271.77805
24129	282.02042
24130	309.40802
24131	321.69022
24132	288.31763
24133	259.04657
24134	312.18988
24135	292.58817
24136	307.34872
24137	221.60684
24138	314.14935
24139	287.4888
24140	307.53882
24141	322.85126
24142	280.6868
24143	312.3947
24144	312.31656
24145	308.02676
24146	296.9803
24147	308.59457
24148	342.07562
24149	324.13055
24150	250.02751
24151	295.18423
24152	306.76245
24153	315.85962
24154	275.0996
24155	254.1377
24156	300.89542
24157	295.40277
24158	328.8115
24159	281.0843
24160	319.0436
24161	303.1124
24162	329.86768
24163	274.73846
24164	271.98785
24165	277.35797
24166	233.08884
24167	305.29938
24168	280.39972
24169	292.468
24170	316.89328
24171	290.96844
24172	275.20126
24173	200.8098
24174	299.47568
24175	222.35104
24176	279.40717
24177	276.89093
24178	302.2616
24179	303.12466
24180	280.87735
24181	231.06747
24182	317.25137
24183	270.81818
24184	314.79218
24185	303.44855
24186	283.7413
24187	260.1715
24188	273.51566
24189	292.70294
24190	302.2674
24191	189.2347
24192	273.39804
24193	240.6954
24194	268.34674
24195	233.2323
24196	317.238
24197	315.55634
24198	252.78255
24199	268.86148
24200	243.83188
24201	304.34357
24202	294.56387
24203	325.671
24204	272.2711
24205	311.3607
24206	276.92926
24207	264.92963
24208	280.4362
24209	295.98682
24210	305.82117
24211	265.78204
24212	302.74335
24213	227.46407
24214	297.45883
24215	297.3229
24216	267.8876
24217	293.4819
24218	300.95328
24219	265.32147
24220	303.1328
24221	227.13394
24222	319.98602
24223	298.2245
24224	229.94836
24225	193.86111
24226	239.556
24227	320.52667
24228	303.33502
24229	277.8047
24230	287.4783
24231	241.94885
24232	310.4842
24233	217.67534
24234	235.91727
24235	280.64606
24236	295.27322
24237	298.7947
24238	277.47406
24239	321.87857
24240	293.5385
24241	238.2756
24242	310.28485
24243	290.03946
24244	306.5104
24245	308.2848
24246	288.17285
24247	267.4611
24248	276.13928
24249	265.3191
24250	272.96805
24251	286.8406
24252	266.54318
24253	285.01913
24254	205.67879
24255	270.50104
24256	269.78195
24257	269.6426
24258	311.57642
24259	239.92874
24260	285.90814
24261	308.40298
24262	329.121
24263	310.18295
24264	282.0975
24265	248.4141
24266	228.6259
24267	220.78178
24268	319.88263
24269	292.66827
24270	277.05914
24271	265.23557
24272	243.33232
24273	241.13557
24274	298.8854
24275	254.35999
24276	287.35153
24277	239.58894
24278	310.41788
24279	284.85272
24280	287.90033
24281	307.01215
24282	283.73764
24283	233.15
24284	270.8117
24285	272.03827
24286	293.1341
24287	284.5577
24288	269.4289
24289	283.3884
24290	311.08728
24291	284.9791
24292	274.47977
24293	318.3642
24294	299.67828
24295	313.177
24296	291.39044
24297	293.5536
24298	295.39117
24299	327.80972
24300	302.0293
24301	285.38452
24302	265.02994
24303	268.84686
24304	249.69434
24305	299.45325
24306	289.93417
24307	302.42084
24308	313.10016
24309	277.82556
24310	209.18698
24311	300.65292
24312	249.12045
24313	276.67972
24314	317.80328
24315	298.93573
24316	309.538
24317	304.0724
24318	296.0083
24319	268.4322
24320	252.1126
24321	304.04666
24322	302.97845
24323	320.4892
24324	285.81183
24325	273.28864
24326	298.49585
24327	317.97397
24328	298.53198
24329	285.64893
24330	315.97543
24331	313.28662
24332	207.28506
24333	287.6959
24334	272.35187
24335	322.12564
24336	239.62741
24337	274.4803
24338	314.99036
24339	268.91254
24340	284.61856
24341	229.1553
24342	299.84048
24343	284.95807
24344	305.32788
24345	232.4246
24346	311.83304
24347	249.75107
24348	294.33856
24349	276.75366
24350	298.21527
24351	289.1727
24352	296.93472
24353	301.21747
24354	300.94846
24355	293.6054
24356	285.6359
24357	232.4709
24358	255.91031
24359	271.4696
24360	241.70944
24361	278.63385
24362	327.30957
24363	203.45694
24364	302.10638
24365	298.40973
24366	283.9707
24367	310.22958
24368	272.82736
24369	214.721
24370	251.11626
24371	318.3878
24372	235.32803
24373	251.85066
24374	302.9488
24375	280.88177
24376	267.42426
24377	288.1999
24378	256.65402
24379	269.29947
24380	239.34029
24381	217.04561
24382	275.66852
24383	275.92926
24384	272.45795
24385	298.8489
24386	246.7687
24387	314.24585
24388	276.2923
24389	304.0508
24390	214.52177
24391	300.40533
24392	288.5778
24393	292.25476
24394	318.99677
24395	286.5212
24396	287.84116
24397	305.07242
24398	245.54434
24399	296.5114
24400	331.15128
24401	282.12036
24402	220.003
24403	213.12993
24404	298.13953
24405	336.12726
24406	282.9533
24407	173.21436
24408	271.57416
24409	254.76016
24410	200.1168
24411	224.41772
24412	271.26593
24413	296.89713
24414	288.8356
24415	292.2749
24416	275.77042
24417	295.2944
24418	237.55591
24419	282.84967
24420	279.53265
24421	257.13974
24422	319.988
24423	267.86484
24424	252.39377
24425	302.84845
24426	285.14142
24427	210.93228
24428	276.38263
24429	273.84128
24430	270.7547
24431	256.0878
24432	288.83783
24433	298.49966
24434	317.91977
24435	242.23904
24436	253.67099
24437	307.91122
24438	315.72104
24439	307.8581
24440	284.78204
24441	256.49115
24442	289.67944
24443	272.06033
24444	247.36624
24445	308.2467
24446	239.86319
24447	305.73907
24448	288.54797
24449	291.8243
24450	313.63287
24451	323.48804
24452	290.93692
24453	314.41568
24454	247.60844
24455	257.45306
24456	236.25627
24457	285.04236
24458	278.86346
24459	273.91806
24460	257.90308
24461	262.2823
24462	302.22992
24463	278.56058
24464	304.07437
24465	310.61636
24466	308.52594
24467	294.8871
24468	252.13217
24469	309.55746
24470	317.7606
24471	217.67082
24472	309.5298
24473	324.89703
24474	314.15732
24475	258.8821
24476	273.40613
24477	180.96608
24478	250.97522
24479	226.49702
24480	250.8647
24481	324.85736
24482	320.67523
24483	268.68018
24484	273.9
24485	321.86563
24486	282.56635
24487	304.52338
24488	312.09677
24489	287.71124
24490	292.54117
24491	295.37097
24492	280.93295
24493	236.16772
24494	285.34558
24495	279.48578
24496	263.68375
24497	321.0125
24498	312.55267
24499	309.73065
24500	287.27136
24501	242.83774
24502	285.82175
24503	281.4962
24504	313.91806
24505	282.0885
24506	278.80072
24507	288.23837
24508	267.07904
24509	286.9057
24510	278.60675
24511	306.11908
24512	290.73474
24513	314.09686
24514	290.69452
24515	238.9451
24516	282.18716
24517	281.2143
24518	276.96417
24519	281.33698
24520	284.64984
24521	297.92877
24522	320.9356
24523	268.48218
24524	247.08768
24525	262.92996
24526	226.01358
24527	323.17554
24528	221.94327
24529	256.4672
24530	276.13977
24531	240.29517
24532	252.79614
24533	305.5633
24534	295.5471
24535	274.59332
24536	281.13373
24537	264.784
24538	273.99725
24539	250.63289
24540	236.07036
24541	254.31218
24542	300.59604
24543	306.39392
24544	306.90228
24545	313.2951
24546	284.94843
24547	297.9538
24548	319.42877
24549	231.01775
24550	284.71127
24551	294.45798
24552	291.81262
24553	-28.717896
24554	260.359
24555	242.68188
24556	293.8545
24557	315.25598
24558	180.54433
24559	329.78723
24560	288.38956
24561	276.17914
24562	175.59386
24563	225.09917
24564	292.02808
24565	282.63348
24566	260.1284
24567	266.22357
24568	199.54826
24569	289.07574
24570	272.45358
24571	264.18692
24572	326.45163
24573	268.54874
24574	297.23932
24575	320.62564
24576	289.74072
24577	308.16586
24578	305.9146
24579	322.347
24580	251.3221
24581	280.5957
24582	304.5765
24583	309.1666
24584	249.53682
24585	232.78201
24586	277.83392
24587	300.97778
24588	289.6448
24589	299.09888
24590	317.77493
24591	213.52042
24592	290.37628
24593	301.2533
24594	318.03793
24595	273.09525
24596	240.0586
24597	223.00339
24598	288.55176
24599	297.48993
24600	287.7148
24601	310.82883
24602	283.13596
24603	297.6688
24604	322.38397
24605	295.9445
24606	282.2228
24607	225.76103
24608	304.566
24609	301.57935
24610	299.3484
24611	226.2841
24612	316.18512
24613	172.0834
24614	311.53854
24615	325.5782
24616	270.1147
24617	276.12857
24618	239.46912
24619	243.74886
24620	299.4741
24621	292.1805
24622	288.74268
24623	300.28265
24624	216.48994
24625	278.67447
24626	221.38779
24627	255.32498
24628	178.3442
24629	234.52087
24630	268.90616
24631	228.51692
24632	240.34135
24633	272.89154
24634	252.4805
24635	263.2136
24636	278.8549
24637	289.31073
24638	285.14557
24639	293.40067
24640	271.35706
24641	218.89767
24642	283.69586
24643	196.67197
24644	283.8476
24645	215.0107
24646	288.67474
24647	230.32356
24648	290.9355
24649	298.5562
24650	283.88
24651	296.0901
24652	273.2635
24653	207.72672
24654	285.29968
24655	276.77258
24656	213.12576
24657	277.47864
24658	285.5108
24659	277.4793
24660	228.67703
24661	308.98328
24662	290.98438
24663	224.00696
24664	320.5913
24665	237.48946
24666	250.89499
24667	273.62268
24668	321.9906
24669	307.26675
24670	237.47527
24671	310.531
24672	304.53253
24673	222.20056
24674	293.48297
24675	272.45654
24676	296.49695
24677	303.76154
24678	298.392
24679	244.44278
24680	279.4641
24681	286.4145
24682	296.754
24683	291.64926
24684	308.57047
24685	291.3056
24686	286.15854
24687	233.01648
24688	309.0009
24689	225.99336
24690	188.91577
24691	264.70087
24692	248.30554
24693	283.89297
24694	252.30032
24695	276.91327
24696	325.65756
24697	227.83829
24698	293.1464
24699	316.8085
24700	248.83102
24701	283.28632
24702	280.0283
24703	236.52994
24704	287.96753
24705	197.75977
24706	316.72638
24707	313.94016
24708	284.88315
24709	289.5958
24710	281.91455
24711	263.79108
24712	240.50162
24713	285.15332
24714	290.32397
24715	272.8975
24716	296.10608
24717	266.44696
24718	235.06131
24719	322.02197
24720	307.12292
24721	302.1778
24722	240.36069
24723	285.1406
24724	276.37762
24725	286.22455
24726	268.52106
24727	320.32428
24728	291.58356
24729	303.68433
24730	286.9743
24731	328.7673
24732	287.96097
24733	320.0642
24734	262.06744
24735	207.4061
24736	272.6659
24737	307.37494
24738	288.6527
24739	286.39462
24740	321.62573
24741	267.37152
24742	264.8751
24743	304.57758
24744	293.64426
24745	285.16974
24746	289.30835
24747	293.39023
24748	291.62125
24749	239.50125
24750	304.77383
24751	298.48444
24752	259.41476
24753	277.66287
24754	289.15375
24755	307.46762
24756	299.01752
24757	302.20358
24758	317.21057
24759	300.263
24760	279.71082
24761	276.98688
24762	309.8892
24763	315.6571
24764	316.63654
24765	245.21391
24766	307.17905
24767	279.6039
24768	283.2947
24769	296.52765
24770	259.3471
24771	314.1442
24772	302.35507
24773	314.1468
24774	294.18866
24775	276.4251
24776	281.87277
24777	292.19507
24778	314.1487
24779	312.50397
24780	228.30754
24781	210.45459
24782	322.1564
24783	296.54742
24784	295.61707
24785	249.90703
24786	287.89334
24787	296.9175
24788	222.53276
24789	295.9943
24790	275.28195
24791	151.84167
24792	310.89282
24793	274.86548
24794	282.12344
24795	266.86844
24796	302.63614
24797	285.42645
24798	283.0065
24799	275.67065
24800	266.712
24801	267.47452
24802	251.4017
24803	297.40863
24804	264.0524
24805	296.68622
24806	332.83536
24807	250.94109
24808	284.38855
24809	302.48773
24810	270.38898
24811	168.69344
24812	296.97504
24813	272.092
24814	176.94963
24815	273.61957
24816	299.42746
24817	302.26553
24818	301.0824
24819	279.01474
24820	292.48575
24821	306.71048
24822	270.33902
24823	265.66928
24824	291.1183
24825	308.07413
24826	245.1077
24827	251.96465
24828	292.10648
24829	318.2181
24830	286.72717
24831	291.77985
24832	320.75726
24833	287.0821
24834	287.9358
24835	233.9266
24836	309.4165
24837	256.27246
24838	305.73273
24839	314.79108
24840	272.74652
24841	304.71976
24842	237.15413
24843	280.85632
24844	286.4563
24845	283.0495
24846	272.86624
24847	261.22003
24848	306.60092
24849	277.6773
24850	276.6417
24851	297.44156
24852	323.6612
24853	230.92586
24854	281.54565
24855	208.23843
24856	261.16888
24857	212.67403
24858	294.65094
24859	279.49213
24860	232.68546
24861	301.40662
24862	307.09644
24863	283.41772
24864	308.9082
24865	286.45175
24866	265.79614
24867	230.31186
24868	306.73956
24869	261.17358
24870	256.409
24871	263.5089
24872	306.9517
24873	283.95395
24874	265.427
24875	294.57376
24876	273.9239
24877	299.5332
24878	268.57376
24879	228.38586
24880	207.80717
24881	304.53238
24882	296.0606
24883	288.28925
24884	300.6905
24885	289.06622
24886	271.02582
24887	270.6948
24888	297.00327
24889	277.25595
24890	271.5052
24891	279.5977
24892	237.75781
24893	298.3272
24894	269.5834
24895	288.51578
24896	320.1749
24897	302.08685
24898	325.48627
24899	291.64996
24900	275.35107
24901	313.22797
24902	275.19995
24903	280.0927
24904	298.58887
24905	254.12546
24906	210.13562
24907	273.49677
24908	258.2212
24909	260.64685
24910	229.60579
24911	242.62473
24912	288.65723
24913	232.71834
24914	264.19934
24915	282.28412
24916	304.87036
24917	298.18484
24918	307.20483
24919	272.34277
24920	260.18378
24921	290.37848
24922	287.9715
24923	307.45493
24924	286.90576
24925	216.98962
24926	285.8642
24927	242.25911
24928	217.9205
24929	277.539
24930	208.63823
24931	308.91675
24932	308.27747
24933	285.2589
24934	303.58026
24935	278.74884
24936	310.40982
24937	301.52594
24938	233.05441
24939	308.81854
24940	230.05884
24941	270.09116
24942	315.62946
24943	277.82385
24944	260.8523
24945	271.86066
24946	213.74617
24947	314.84406
24948	302.3828
24949	277.56885
24950	311.59155
24951	254.1531
24952	278.4744
24953	278.48898
24954	293.17227
24955	230.46619
24956	286.25458
24957	265.48892
24958	253.24834
24959	243.11429
24960	321.93118
24961	269.68692
24962	278.14597
24963	286.691
24964	296.95312
24965	300.25345
24966	204.54381
24967	274.56915
24968	277.42462
24969	275.12122
24970	293.70532
24971	317.47992
24972	316.43768
24973	273.6998
24974	311.04755
24975	241.0542
24976	290.53912
24977	317.84753
24978	266.88214
24979	298.76157
24980	281.73868
24981	280.4366
24982	290.98367
24983	253.76103
24984	288.54407
24985	293.1488
24986	292.3802
24987	272.6547
24988	286.66104
24989	306.782
24990	294.8553
24991	284.44937
24992	277.82242
24993	293.96252
24994	274.9898
24995	323.53494
24996	278.1561
24997	300.18417
24998	273.63284
24999	298.35623
25000	296.93945
25001	243.6862
25002	272.4643
25003	276.49332
25004	304.08734
25005	269.27463
25006	296.3825
25007	295.53128
25008	307.82895
25009	330.163
25010	302.73053
25011	264.1159
25012	284.62646
25013	252.80864
25014	140.08487
25015	283.14893
25016	272.03882
25017	271.77557
25018	311.34445
25019	201.48042
25020	258.50113
25021	267.1679
25022	279.7511
25023	207.0939
25024	223.22298
25025	273.06512
25026	297.8764
25027	290.53076
25028	255.85522
25029	253.63179
25030	283.41827
25031	271.64804
25032	221.02571
25033	279.17786
25034	270.57953
25035	294.37784
25036	274.75653
25037	299.97055
25038	289.20444
25039	218.90034
25040	292.87613
25041	290.71198
25042	294.39886
25043	257.61005
25044	-30.46748
25045	285.0992
25046	260.03488
25047	235.39609
25048	273.2579
25049	303.32098
25050	262.08786
25051	247.42178
25052	279.3519
25053	293.7436
25054	287.84906
25055	293.28085
25056	302.92523
25057	252.44722
25058	289.8141
25059	275.1944
25060	225.90921
25061	301.40973
25062	328.5254
25063	280.13052
25064	212.08029
25065	211.59802
25066	284.7759
25067	270.6871
25068	293.0254
25069	270.648
25070	289.57498
25071	304.7394
25072	301.598
25073	295.74658
25074	176.83987
25075	295.0987
25076	274.9637
25077	233.27177
25078	300.0914
25079	221.62076
25080	263.00754
25081	212.03862
25082	282.69135
25083	295.8347
25084	291.34647
25085	284.8065
25086	274.20178
25087	226.48584
25088	258.59467
25089	309.56613
25090	312.06024
25091	258.43033
25092	307.17294
25093	308.7403
25094	296.9941
25095	282.15375
25096	242.54192
25097	276.60263
25098	280.15762
25099	279.7937
25100	235.70142
25101	245.94437
25102	298.3045
25103	257.8736
25104	315.94568
25105	269.21042
25106	286.84732
25107	276.90604
25108	254.49626
25109	199.48035
25110	301.78452
25111	317.01727
25112	264.88773
25113	277.16217
25114	243.10164
25115	288.74216
25116	311.07748
25117	212.1229
25118	289.64005
25119	294.0943
25120	284.30237
25121	281.05154
25122	312.76923
25123	267.633
25124	281.39655
25125	291.9498
25126	322.3524
25127	302.23495
25128	280.06827
25129	274.0564
25130	169.93211
25131	300.47308
25132	263.6972
25133	288.1342
25134	274.69202
25135	236.18013
25136	307.48352
25137	298.65256
25138	223.97693
25139	248.80168
25140	270.5843
25141	306.60822
25142	311.45755
25143	233.15079
25144	314.01398
25145	289.49847
25146	314.56564
25147	229.96689
25148	271.81973
25149	303.8223
25150	292.1312
25151	278.04724
25152	299.57803
25153	294.66492
25154	316.7565
25155	228.69946
25156	187.57857
25157	299.6918
25158	252.95401
25159	227.5177
25160	296.2177
25161	236.93306
25162	283.55365
25163	286.53412
25164	208.52457
25165	269.41647
