	log_likelihood
14394	298.4842
14395	331.34378
14396	259.31772
14397	316.2201
14398	316.57025
14399	259.01318
14400	304.12015
14401	312.7469
14402	319.93378
14403	299.15906
14404	309.38058
14405	328.345
14406	242.43237
14407	298.77557
14408	308.05164
14409	264.83533
14410	292.657
14411	312.76468
14412	329.99756
14413	305.82306
14414	309.09937
14415	209.168
14416	307.93604
14417	326.58484
14418	249.38855
14419	238.25288
14420	259.11493
14421	292.71417
14422	295.51688
14423	313.19733
14424	308.2861
14425	328.8521
14426	301.94028
14427	314.75595
14428	296.26276
14429	321.61176
14430	269.5149
14431	251.77563
14432	324.63812
14433	313.4389
14434	330.8023
14435	252.99944
14436	303.52856
14437	322.2893
14438	299.47766
14439	294.03043
14440	318.94122
14441	330.47314
14442	313.95718
14443	286.03033
14444	277.19614
14445	293.00616
14446	340.9372
14447	314.8526
14448	307.2397
14449	329.2955
14450	324.36264
14451	323.4771
14452	242.11096
14453	295.92657
14454	319.7182
14455	320.58472
14456	290.3375
14457	281.22015
14458	314.89453
14459	261.6701
14460	309.75565
14461	301.71457
14462	298.9292
14463	308.97226
14464	263.58392
14465	292.71564
14466	302.26767
14467	206.05423
14468	292.55035
14469	323.21576
14470	290.39188
14471	260.26462
14472	317.32227
14473	293.83444
14474	320.53278
14475	292.25784
14476	308.7563
14477	257.65942
14478	286.46005
14479	161.66655
14480	314.2425
14481	286.36664
14482	318.27017
14483	326.21152
14484	328.56183
14485	317.9781
14486	320.27753
14487	282.48486
14488	284.43686
14489	255.96548
14490	284.71054
14491	227.75114
14492	291.35565
14493	262.91913
14494	259.01614
14495	258.2448
14496	320.4321
14497	297.47833
14498	284.28387
14499	261.15973
14500	232.8477
14501	305.35175
14502	313.02127
14503	339.89462
14504	320.71622
14505	303.89563
14506	201.88501
14507	302.48163
14508	306.8281
14509	302.18448
14510	315.5357
14511	286.7535
14512	271.82944
14513	322.48672
14514	307.44525
14515	248.63383
14516	314.347
14517	302.8647
14518	231.54712
14519	307.1209
14520	328.20654
14521	261.82004
14522	296.9948
14523	289.84955
14524	211.59805
14525	305.39157
14526	303.63068
14527	224.53394
14528	313.4607
14529	288.61642
14530	311.2672
14531	232.16324
14532	317.5756
14533	250.11092
14534	306.9812
14535	330.62244
14536	294.3868
14537	289.96982
14538	281.50446
14539	324.0913
14540	300.35757
14541	325.29453
14542	312.30826
14543	311.28638
14544	249.81096
14545	314.623
14546	308.291
14547	261.35138
14548	253.6672
14549	240.66171
14550	323.33377
14551	300.79346
14552	332.6756
14553	247.78755
14554	290.46198
14555	318.8819
14556	295.25058
14557	298.38763
14558	322.93292
14559	303.94708
14560	303.47638
14561	321.2004
14562	300.13657
14563	321.8436
14564	308.84692
14565	290.7301
14566	314.95068
14567	245.07617
14568	295.43158
14569	297.95404
14570	308.0787
14571	292.10876
14572	338.06027
14573	254.24133
14574	311.44385
14575	282.93927
14576	328.43393
14577	310.5751
14578	250.34103
14579	260.50043
14580	296.33456
14581	299.33383
14582	308.39557
14583	283.4181
14584	296.7951
14585	275.5987
14586	275.35553
14587	299.05524
14588	305.94653
14589	320.08527
14590	283.3022
14591	252.83932
14592	288.0314
14593	262.88263
14594	297.2362
14595	299.20508
14596	316.98297
14597	313.35635
14598	285.25665
14599	320.3233
14600	274.9485
14601	241.81235
14602	296.72614
14603	313.89673
14604	277.9765
14605	297.3332
14606	301.04272
14607	294.59225
14608	279.31207
14609	315.5853
14610	289.67816
14611	263.88144
14612	306.281
14613	291.22968
14614	289.24786
14615	259.6919
14616	254.62589
14617	259.24707
14618	245.90079
14619	337.32477
14620	304.10104
14621	309.5359
14622	306.46216
14623	227.22954
14624	303.20615
14625	332.49335
14626	272.45044
14627	331.81598
14628	311.5489
14629	311.13046
14630	326.45862
14631	325.3183
14632	304.55447
14633	317.22653
14634	279.85107
14635	308.6297
14636	331.47687
14637	212.38574
14638	334.147
14639	327.5904
14640	258.8421
14641	287.50082
14642	301.02017
14643	237.63919
14644	315.85135
14645	323.83264
14646	314.90048
14647	310.68292
14648	306.03546
14649	318.57065
14650	283.398
14651	274.5633
14652	315.37466
14653	291.67868
14654	298.73773
14655	285.74942
14656	287.61765
14657	330.29672
14658	310.7991
14659	323.25076
14660	270.00787
14661	288.90298
14662	269.42902
14663	314.8166
14664	304.3567
14665	288.78802
14666	310.80487
14667	258.54736
14668	312.20004
14669	272.95096
14670	192.46341
14671	311.69287
14672	316.66547
14673	274.63455
14674	296.66418
14675	279.70187
14676	313.43246
14677	266.02386
14678	287.98535
14679	307.59348
14680	306.44547
14681	310.567
14682	304.51895
14683	311.6407
14684	270.6023
14685	303.11182
14686	318.37756
14687	245.56079
14688	277.5563
14689	285.31998
14690	254.01038
14691	299.3934
14692	295.97348
14693	296.9111
14694	244.25198
14695	302.46347
14696	267.20587
14697	281.82053
14698	307.75098
14699	314.53888
14700	308.28363
14701	314.60077
14702	299.46365
14703	300.72397
14704	327.11166
14705	311.24396
14706	288.23593
14707	315.00708
14708	314.60718
14709	303.3707
14710	314.26443
14711	310.6101
14712	322.62903
14713	327.97836
14714	306.0663
14715	301.5727
14716	319.52716
14717	327.46533
14718	295.7027
14719	325.81537
14720	305.4488
14721	312.1695
14722	323.00742
14723	260.1329
14724	315.6258
14725	314.44873
14726	320.95844
14727	320.37305
14728	332.3357
14729	240.75887
14730	312.19513
14731	329.92862
14732	313.4458
14733	323.16504
14734	300.64453
14735	322.62518
14736	306.55237
14737	290.6319
14738	297.28363
14739	296.36453
14740	297.9644
14741	317.49832
14742	301.53436
14743	315.84866
14744	297.83502
14745	298.41418
14746	243.63652
14747	325.7215
14748	311.82993
14749	206.90166
14750	324.7492
14751	323.17084
14752	249.10567
14753	305.01617
14754	258.2933
14755	311.0295
14756	302.80817
14757	286.3396
14758	283.5279
14759	254.82877
14760	323.63223
14761	295.4111
14762	325.9278
14763	323.32727
14764	292.1668
14765	295.83682
14766	305.48175
14767	300.25674
14768	268.0334
14769	324.89438
14770	320.98477
14771	224.46342
14772	276.86426
14773	286.1491
14774	315.30078
14775	302.46527
14776	297.84186
14777	300.04245
14778	252.27888
14779	303.3488
14780	246.54288
14781	312.35422
14782	318.93866
14783	313.94583
14784	328.32733
14785	216.86642
14786	294.78644
14787	297.48254
14788	305.2641
14789	283.08212
14790	278.11215
14791	316.28278
14792	327.8911
14793	314.47028
14794	303.3492
14795	294.5961
14796	309.56818
14797	321.44537
14798	315.62186
14799	316.81415
14800	310.3021
14801	316.08856
14802	229.1344
14803	294.58795
14804	309.18872
14805	253.0062
14806	330.07562
14807	284.5931
14808	286.57285
14809	291.31073
14810	280.83005
14811	328.20807
14812	308.6837
14813	294.3709
14814	272.78442
14815	306.80963
14816	257.2571
14817	283.98492
14818	321.3186
14819	280.72192
14820	316.34048
14821	323.699
14822	256.38263
14823	295.6556
14824	308.47272
14825	316.87225
14826	289.3055
14827	243.18552
14828	301.3203
14829	260.50858
14830	292.1974
14831	271.47192
14832	314.11084
14833	286.46545
14834	296.03622
14835	308.61777
14836	279.54657
14837	283.92294
14838	178.24878
14839	323.75018
14840	319.66367
14841	292.69257
14842	300.1063
14843	268.0394
14844	281.75543
14845	319.3505
14846	319.752
14847	270.1148
14848	318.9293
14849	330.5077
14850	332.45377
14851	322.9837
14852	243.41324
14853	313.04486
14854	308.9348
14855	282.68817
14856	326.3925
14857	319.34827
14858	325.55606
14859	325.56458
14860	305.4942
14861	316.16693
14862	332.89313
14863	307.79636
14864	297.56104
14865	304.40363
14866	290.47552
14867	303.96808
14868	312.31952
14869	325.54193
14870	267.15274
14871	314.7605
14872	295.4839
14873	299.0253
14874	330.68127
14875	281.04544
14876	304.51627
14877	240.9696
14878	321.27182
14879	302.2187
14880	259.9187
14881	315.48358
14882	316.94415
14883	255.62997
14884	294.63556
14885	306.7246
14886	313.15396
14887	313.73395
14888	310.70648
14889	257.76593
14890	307.3695
14891	281.94672
14892	325.90878
14893	287.70685
14894	296.9416
14895	304.84164
14896	315.2364
14897	302.7619
14898	282.9917
14899	272.78473
14900	316.27118
14901	301.62372
14902	296.8482
14903	330.86563
14904	294.29535
14905	310.21713
14906	309.18695
14907	300.27814
14908	323.414
14909	268.42538
14910	313.1148
14911	254.39233
14912	308.44202
14913	286.71686
14914	240.6204
14915	281.372
14916	269.4305
14917	276.16995
14918	327.33478
14919	237.33871
14920	315.26306
14921	281.64807
14922	172.59512
14923	259.28015
14924	273.71432
14925	272.75122
14926	312.86072
14927	313.45148
14928	317.69208
14929	285.69345
14930	271.6048
14931	282.89957
14932	316.2917
14933	318.61154
14934	255.42448
14935	247.60422
14936	300.20612
14937	262.1031
14938	296.58466
14939	316.13843
14940	259.79123
14941	251.00298
14942	292.87784
14943	290.28348
14944	289.10156
14945	270.3543
14946	303.42218
14947	301.74753
14948	303.88898
14949	266.86066
14950	301.5038
14951	286.66046
14952	332.94287
14953	296.6183
14954	201.13028
14955	259.80304
14956	283.60944
14957	311.14124
14958	292.31866
14959	270.5982
14960	313.831
14961	302.11847
14962	312.65207
14963	300.85297
14964	300.85394
14965	303.58655
14966	281.31723
14967	318.48358
14968	305.85352
14969	295.08752
14970	240.62466
14971	294.9479
14972	249.95667
14973	278.3604
14974	319.25647
14975	296.6468
14976	276.22076
14977	336.0219
14978	316.52234
14979	291.34906
14980	282.76825
14981	320.82184
14982	310.78363
14983	294.26648
14984	241.01025
14985	311.87433
14986	256.65546
14987	315.74796
14988	292.1739
14989	256.33405
14990	274.88464
14991	274.6094
14992	321.32553
14993	235.60287
14994	324.22687
14995	339.7255
14996	301.68198
14997	282.69995
14998	318.638
14999	238.77686
15000	286.53207
15001	308.28094
15002	300.805
15003	293.55225
15004	228.07722
15005	304.45187
15006	311.32324
15007	321.25732
15008	286.09918
15009	271.01425
15010	318.6087
15011	316.8046
15012	321.4959
15013	297.03162
15014	268.04108
15015	294.10352
15016	242.58969
15017	311.28757
15018	294.19403
15019	216.45251
15020	293.2366
15021	304.14902
15022	318.51416
15023	317.22787
15024	316.2405
15025	284.70712
15026	295.12238
15027	307.47437
15028	296.3209
15029	317.8856
15030	315.31503
15031	312.40167
15032	312.47574
15033	236.23758
15034	310.34732
15035	263.56302
15036	240.45303
15037	282.57855
15038	301.32883
15039	252.18503
15040	306.9471
15041	324.9103
15042	254.15385
15043	299.6217
15044	302.88892
15045	283.93427
15046	294.25177
15047	321.59427
15048	270.04016
15049	284.27716
15050	298.76044
15051	303.17194
15052	310.78238
15053	274.00742
15054	327.85468
15055	320.2037
15056	291.25726
15057	275.81927
15058	318.48877
15059	247.33846
15060	301.39667
15061	273.83594
15062	312.05014
15063	300.24628
15064	256.13266
15065	310.51898
15066	321.86353
15067	292.7571
15068	287.0496
15069	285.15454
15070	284.3908
15071	315.25974
15072	295.4162
15073	262.50128
15074	279.3542
15075	289.23795
15076	276.35495
15077	279.92892
15078	287.13644
15079	300.0063
15080	237.45032
15081	287.5233
15082	329.77063
15083	333.25934
15084	314.51007
15085	287.0485
15086	306.2371
15087	307.43842
15088	272.02295
15089	289.64624
15090	285.28546
15091	324.51935
15092	268.18405
15093	270.9552
15094	315.13757
15095	315.11783
15096	237.3457
15097	246.99898
15098	300.50177
15099	313.89886
15100	294.77496
15101	299.94565
15102	260.25812
15103	283.51953
15104	320.4223
15105	307.69077
15106	331.06265
15107	316.8648
15108	317.00507
15109	282.37598
15110	288.16
15111	314.55597
15112	326.44254
15113	313.99005
15114	280.8896
15115	304.68066
15116	302.7352
15117	315.73517
15118	270.16504
15119	234.35942
15120	300.43158
15121	254.7465
15122	318.12357
15123	308.19525
15124	268.497
15125	307.14026
15126	296.97955
15127	296.46484
15128	329.13565
15129	287.1005
15130	311.74
15131	309.38727
15132	328.37253
15133	285.67856
15134	287.17307
15135	298.81503
15136	296.7849
15137	297.9272
15138	282.09756
15139	284.79083
15140	281.2357
15141	292.3563
15142	246.8075
15143	291.73657
15144	312.4052
15145	302.1264
15146	310.14688
15147	246.77625
15148	308.4178
15149	268.67035
15150	254.7424
15151	150.96411
15152	297.08307
15153	248.1646
15154	319.5888
15155	291.52905
15156	291.9465
15157	305.32465
15158	323.77905
15159	270.0609
15160	318.26422
15161	244.68674
15162	318.3388
15163	306.6849
15164	287.27045
15165	304.89304
15166	302.4609
15167	303.02673
15168	283.4132
15169	275.6585
15170	320.6831
15171	332.94525
15172	241.83174
15173	278.55206
15174	295.13348
15175	302.67285
15176	252.68916
15177	304.377
15178	277.2168
15179	308.1276
15180	253.55893
15181	258.4562
15182	324.57657
15183	299.16156
15184	301.4656
15185	315.84576
15186	253.36075
15187	332.72748
15188	312.22388
15189	318.72192
15190	294.4892
15191	300.2175
15192	252.72665
15193	205.37326
15194	312.08044
15195	312.58005
15196	317.52045
15197	299.62793
15198	308.19318
15199	295.86523
15200	301.54086
15201	321.01328
15202	321.74384
15203	287.4617
15204	309.78452
15205	236.08426
15206	279.55463
15207	290.42444
15208	260.93265
15209	309.05063
15210	251.93071
15211	296.3059
15212	328.74368
15213	300.08658
15214	313.46075
15215	279.22852
15216	314.34647
15217	239.99313
15218	287.6597
15219	305.13275
15220	221.54399
15221	310.21692
15222	286.0368
15223	255.79826
15224	285.7185
15225	243.9025
15226	313.50137
15227	316.33252
15228	260.99396
15229	277.5052
15230	276.29828
15231	233.74443
15232	338.71222
15233	245.42989
15234	243.47668
15235	324.80316
15236	282.18564
15237	277.78522
15238	256.54645
15239	269.43073
15240	311.2552
15241	287.2798
15242	180.74992
15243	305.99457
15244	318.19366
15245	297.959
15246	259.50568
15247	280.69937
15248	312.19354
15249	286.4306
15250	273.93307
15251	224.01987
15252	297.196
15253	331.3637
15254	296.96085
15255	302.50494
15256	308.77466
15257	291.46127
15258	251.3237
15259	298.3667
15260	321.03934
15261	273.836
15262	293.68323
15263	275.85614
15264	231.98772
15265	324.74057
15266	289.12402
15267	287.34595
15268	291.5567
15269	294.99695
15270	276.749
15271	279.50012
15272	315.8513
15273	262.49408
15274	255.85669
15275	312.5737
15276	305.03473
15277	305.74057
15278	321.461
15279	321.43143
15280	251.69815
15281	273.89804
15282	262.01993
15283	328.79407
15284	295.10712
15285	317.23218
15286	299.75916
15287	287.36478
15288	244.6921
15289	324.5522
15290	313.18115
15291	328.31537
15292	306.65366
15293	254.92542
15294	245.11992
15295	285.04
15296	321.53897
15297	277.43994
15298	230.89558
15299	311.61108
15300	281.38397
15301	264.7167
15302	253.53702
15303	311.29373
15304	197.59116
15305	323.1838
15306	227.1608
15307	318.44675
15308	318.42416
15309	307.58
15310	304.9743
15311	317.20752
15312	296.96472
15313	270.80984
15314	328.28568
15315	296.2049
15316	283.2005
15317	271.68024
15318	302.48602
15319	324.98364
15320	301.521
15321	133.60892
15322	242.15572
15323	255.52353
15324	258.41284
15325	326.6813
15326	329.95612
15327	304.62555
15328	273.4179
15329	336.58212
15330	239.2002
15331	305.96713
15332	295.49753
15333	308.5589
15334	322.8156
15335	308.54114
15336	326.45416
15337	246.7832
15338	321.68417
15339	305.3432
15340	320.62143
15341	314.50644
15342	335.4916
15343	298.14322
15344	226.58035
15345	322.91687
15346	302.5204
15347	267.33008
15348	328.107
15349	247.81955
15350	296.79175
15351	291.56317
15352	284.52576
15353	308.6905
15354	224.61455
15355	304.21783
15356	318.25775
15357	301.7236
15358	309.36166
15359	305.00424
15360	321.99783
15361	301.23358
15362	281.62604
15363	182.22221
15364	316.35956
15365	252.03938
15366	297.99152
15367	273.93707
15368	281.83664
15369	313.69992
15370	337.26813
15371	245.98416
15372	292.86316
15373	291.6189
15374	308.57745
15375	323.04388
15376	293.55408
15377	297.2223
15378	239.73096
15379	307.97284
15380	194.27657
15381	294.63855
15382	255.77164
15383	265.9839
15384	318.45004
15385	333.30035
15386	295.8675
15387	303.23932
15388	243.13326
15389	302.21826
15390	337.28217
15391	286.8863
15392	318.13885
15393	310.75974
15394	327.07758
15395	300.3895
15396	249.54813
15397	316.2503
15398	306.4806
15399	277.603
15400	228.79459
15401	252.5418
15402	295.26147
15403	317.67047
15404	275.08893
15405	291.8211
15406	302.90305
15407	284.97815
15408	304.56573
15409	265.03134
15410	242.6222
15411	274.8753
15412	263.4546
15413	315.8298
15414	287.04205
15415	290.5301
15416	259.85327
15417	312.95758
15418	316.5373
15419	291.74042
15420	300.4848
15421	236.41696
15422	298.45337
15423	265.1781
15424	315.8162
15425	293.75262
15426	273.8366
15427	321.4581
15428	257.88147
15429	284.80035
15430	276.4515
15431	268.59058
15432	288.78204
15433	332.08084
15434	313.91245
15435	235.31339
15436	300.3662
15437	314.45264
15438	334.43353
15439	243.3511
15440	317.07413
15441	314.19788
15442	282.3118
15443	301.6041
15444	283.4323
15445	287.39713
15446	274.59595
15447	293.57574
15448	313.03812
15449	273.8874
15450	314.39142
15451	289.55338
15452	284.80063
15453	269.45346
15454	124.218094
15455	307.76675
15456	323.36954
15457	235.04526
15458	304.94806
15459	244.63571
15460	295.88647
15461	322.67902
15462	289.2104
15463	255.00688
15464	322.22614
15465	335.3403
15466	315.13602
15467	288.48474
15468	287.8615
15469	308.18253
15470	330.7125
15471	315.99615
15472	262.834
15473	304.14456
15474	321.55206
15475	294.32758
15476	336.46103
15477	315.74234
15478	249.45792
15479	242.08557
15480	312.81973
15481	292.4993
15482	213.7635
15483	278.7783
15484	304.16058
15485	328.623
15486	298.288
15487	240.96281
15488	289.4076
15489	314.641
15490	321.10065
15491	310.80396
15492	295.26538
15493	246.30469
15494	298.30426
15495	284.13284
15496	316.71698
15497	302.8064
15498	252.8844
15499	323.04233
15500	298.02753
15501	290.79706
15502	312.85196
15503	277.94293
15504	313.66794
15505	327.3878
15506	314.61215
15507	260.9975
15508	305.15015
15509	315.5065
15510	302.29486
15511	289.89594
15512	282.26556
15513	288.9978
15514	291.1896
15515	295.46542
15516	269.8161
15517	294.11108
15518	251.62149
15519	312.2774
15520	320.59406
15521	315.84402
15522	300.42917
15523	300.39648
15524	289.6324
15525	299.0968
15526	235.25923
15527	292.96906
15528	324.1673
15529	280.04486
15530	295.495
15531	303.8239
15532	321.3573
15533	299.35272
15534	336.11578
15535	319.60132
15536	284.50552
15537	298.5743
15538	252.95796
15539	314.2016
15540	181.36108
15541	293.89926
15542	291.24307
15543	254.14009
15544	288.37494
15545	305.82822
15546	314.89566
15547	303.5927
15548	282.41684
15549	320.1269
15550	288.54034
15551	322.47427
15552	224.3144
15553	235.21536
15554	309.2412
15555	312.87323
15556	325.34775
15557	311.30566
15558	306.836
15559	207.96817
15560	225.99332
15561	315.6727
15562	322.7515
15563	279.3253
15564	280.75946
15565	279.00766
15566	313.71664
15567	324.81708
15568	249.2594
15569	286.20758
15570	306.84232
15571	302.0412
15572	252.10733
15573	254.73349
15574	309.57202
15575	297.62982
15576	279.15518
15577	286.0931
15578	308.0324
15579	265.2346
15580	295.19962
15581	259.7132
15582	310.06976
15583	301.32227
15584	322.22083
15585	243.79382
15586	282.87646
15587	328.83453
15588	316.18857
15589	331.2711
15590	281.78326
15591	297.00165
15592	286.78302
15593	293.0934
15594	310.32465
15595	287.68414
15596	282.7967
15597	230.24297
15598	294.04034
15599	290.73358
15600	313.65424
15601	287.51074
15602	260.65436
15603	234.44019
15604	337.9185
15605	282.3138
15606	242.03853
15607	244.25325
15608	310.42392
15609	287.48233
15610	241.90752
15611	291.7688
15612	284.29242
15613	307.8121
15614	313.89697
15615	286.00827
15616	333.05704
15617	283.93326
15618	332.50174
15619	252.87363
15620	306.74005
15621	294.49335
15622	334.07672
15623	243.35098
15624	306.08594
15625	287.16446
15626	302.27057
15627	247.67915
15628	264.48932
15629	299.61664
15630	145.25201
15631	237.55193
15632	268.14374
15633	243.15164
15634	297.69415
15635	309.07007
15636	303.49396
15637	303.2876
15638	263.3931
15639	310.8281
15640	239.78818
15641	296.2807
15642	316.55176
15643	293.5833
15644	214.51913
15645	279.02115
15646	316.1122
15647	287.8351
15648	269.8973
15649	304.52936
15650	227.26059
15651	250.03024
15652	306.94492
15653	250.27698
15654	300.83163
15655	236.42093
15656	324.3717
15657	302.84296
15658	321.002
15659	291.67093
15660	257.51617
15661	263.2353
15662	242.73787
15663	251.31612
15664	314.74554
15665	294.80386
15666	294.28265
15667	300.00595
15668	311.6446
15669	289.55292
15670	302.05035
15671	293.5582
15672	319.94498
15673	291.47586
15674	292.32812
15675	287.7444
15676	305.18823
15677	281.874
15678	303.17963
15679	214.67618
15680	300.3859
15681	237.62833
15682	313.58185
15683	305.21292
15684	286.48578
15685	317.1282
15686	279.73267
15687	328.74606
15688	244.35583
15689	305.8877
15690	312.5368
15691	299.3793
15692	284.47717
15693	297.08032
15694	299.08298
15695	297.70752
15696	305.40002
15697	294.75073
15698	304.93927
15699	320.02084
15700	316.87988
15701	314.56015
15702	233.27237
15703	315.79327
15704	319.0206
15705	303.93857
15706	294.22897
15707	253.5706
15708	326.0742
15709	303.22836
15710	329.94595
15711	205.4679
15712	254.82767
15713	320.8796
15714	304.48492
15715	304.79065
15716	291.0626
15717	287.8412
15718	317.46597
15719	316.1352
15720	278.26022
15721	238.18079
15722	274.41412
15723	331.20636
15724	289.63382
15725	320.98157
15726	234.9515
15727	295.34503
15728	291.86884
15729	255.4346
15730	251.29068
15731	288.82486
15732	296.82748
15733	284.30252
15734	299.4233
15735	277.8813
15736	291.16864
15737	284.8067
15738	291.6313
15739	289.4995
15740	304.53296
15741	316.03055
15742	286.9917
15743	273.60034
15744	317.55655
15745	294.33557
15746	285.2665
15747	299.03348
15748	278.45
15749	260.29535
15750	284.44907
15751	222.48727
15752	310.74994
15753	305.5019
15754	298.34036
15755	315.8046
15756	279.8259
15757	306.16083
15758	271.43927
15759	305.78546
15760	307.6686
15761	316.89877
15762	307.67133
15763	304.9302
15764	262.29526
15765	279.0309
15766	303.96417
15767	308.33044
15768	323.60785
15769	257.8693
15770	280.45386
15771	327.75308
15772	282.44278
15773	287.62482
15774	304.4874
15775	311.73285
15776	314.83636
15777	305.62445
15778	243.63481
15779	294.7085
15780	279.00528
15781	297.80032
15782	238.10022
15783	276.1836
15784	294.67194
15785	321.94952
15786	217.30942
15787	325.7434
15788	287.1715
15789	325.4758
15790	309.5921
15791	309.41684
15792	310.11676
15793	316.5179
15794	285.17477
15795	305.81625
15796	300.3432
15797	246.48845
15798	295.24887
15799	286.919
15800	310.47632
15801	307.71292
15802	296.99283
15803	311.39267
15804	285.45197
15805	175.59937
15806	300.43655
15807	305.92667
15808	291.27008
15809	265.883
15810	315.02676
15811	296.1673
15812	280.3151
15813	298.89725
15814	251.8592
15815	284.5754
15816	286.25928
15817	308.35657
15818	255.5784
15819	307.81964
15820	315.83783
15821	325.6327
15822	314.79257
15823	281.65167
15824	312.62933
15825	329.10074
15826	299.83627
15827	304.79633
15828	294.3117
15829	288.36627
15830	285.11844
15831	318.83188
15832	288.88657
15833	319.67004
15834	320.15845
15835	295.1796
15836	235.83383
15837	309.5678
15838	321.18387
15839	309.58395
15840	304.9866
15841	318.3707
15842	296.77908
15843	291.86493
15844	310.63144
15845	316.86044
15846	319.614
15847	253.65543
15848	308.03152
15849	249.91582
15850	327.795
15851	304.11868
15852	299.05222
15853	245.5064
15854	288.56137
15855	325.75058
15856	200.58215
15857	310.51077
15858	283.4681
15859	295.44214
15860	276.83908
15861	310.54016
15862	275.27927
15863	315.86212
15864	271.01596
15865	307.82574
15866	320.56522
15867	313.28488
15868	279.9223
15869	250.15372
15870	277.8507
15871	242.11601
15872	330.91354
15873	287.35352
15874	299.19232
15875	320.5725
15876	306.97592
15877	270.50522
15878	303.81137
15879	314.9409
15880	318.771
15881	314.8507
15882	282.18622
15883	282.27228
15884	327.88434
15885	261.8015
15886	337.59482
15887	242.49704
15888	318.514
15889	283.6092
15890	276.95047
15891	267.04053
15892	291.94238
15893	281.43738
15894	253.49287
15895	233.55289
15896	305.73788
15897	282.33157
15898	261.90372
15899	260.69077
15900	292.58386
15901	250.88277
15902	229.47556
15903	328.30322
15904	287.27078
15905	295.6935
15906	310.68588
15907	291.23544
15908	319.0414
15909	278.90372
15910	299.75815
15911	323.83563
15912	310.23752
15913	315.80743
15914	312.76135
15915	237.54129
15916	232.17245
15917	290.73895
15918	253.83875
15919	283.5825
15920	234.78287
15921	283.50943
15922	280.964
15923	302.5077
15924	296.5938
15925	312.12796
15926	316.4773
15927	311.3353
15928	276.16547
15929	296.50262
15930	280.31134
15931	246.0653
15932	281.73328
15933	273.62177
15934	297.93195
15935	310.76825
15936	241.91116
15937	287.33527
15938	310.21432
15939	288.48254
15940	303.08966
15941	283.4533
15942	327.46127
15943	319.6335
15944	281.9538
15945	315.46826
15946	314.06592
15947	303.64594
15948	299.78537
15949	324.1234
15950	257.76398
15951	248.49992
15952	306.97137
15953	307.85516
15954	302.3816
15955	231.0939
15956	277.31235
15957	304.14496
15958	255.5896
15959	283.68024
15960	240.7701
15961	268.68616
15962	302.14713
15963	325.90634
15964	295.62436
15965	323.5656
15966	235.82724
15967	247.23294
15968	176.8648
15969	270.4256
15970	307.84503
15971	256.7171
15972	292.28162
15973	318.32928
15974	310.24753
15975	272.94
15976	263.10608
15977	307.46188
15978	307.23035
15979	291.30276
15980	307.33362
15981	306.26596
15982	292.89655
15983	298.5809
15984	243.20175
15985	242.07195
15986	319.55255
15987	297.43253
15988	304.03665
15989	285.1747
15990	330.48688
15991	286.96924
15992	244.98735
15993	318.71567
15994	295.17157
15995	299.70633
15996	245.26778
15997	201.55368
15998	297.90988
15999	328.83905
16000	292.03275
16001	279.07617
16002	227.00912
16003	280.69534
16004	245.02055
16005	284.7381
16006	303.5456
16007	268.28366
16008	205.40645
16009	286.3863
16010	329.47214
16011	312.6983
16012	313.93686
16013	292.58292
16014	323.33563
16015	314.66608
16016	311.1065
16017	261.42023
16018	298.50552
16019	306.27924
16020	297.68344
16021	313.67923
16022	304.5452
16023	279.26157
16024	242.84041
16025	332.91306
16026	262.79095
16027	279.3265
16028	312.73724
16029	174.31653
16030	286.05994
16031	300.92468
16032	304.05283
16033	242.40523
16034	269.66986
16035	322.37787
16036	299.84512
16037	315.62155
16038	302.2739
16039	279.94662
16040	316.6014
16041	307.7958
16042	205.46915
16043	318.62094
16044	315.1444
16045	300.06235
16046	275.28918
16047	286.752
16048	253.56607
16049	245.65128
16050	292.597
16051	266.74115
16052	273.97998
16053	301.69955
16054	308.1322
16055	281.94333
16056	281.36365
16057	305.98038
16058	296.0299
16059	303.02933
16060	269.53635
16061	312.5297
16062	305.40012
16063	319.85324
16064	327.42657
16065	267.7476
16066	307.2145
16067	286.29703
16068	308.04944
16069	300.69766
16070	294.3781
16071	286.26154
16072	304.8985
16073	275.18155
16074	288.9082
16075	296.47748
16076	322.10257
16077	301.37302
16078	246.97815
16079	214.62134
16080	303.24054
16081	312.33527
16082	310.86795
16083	275.9731
16084	299.85162
16085	317.09283
16086	295.6651
16087	313.10596
16088	289.04892
16089	301.42227
16090	296.2894
16091	290.1491
16092	225.52751
16093	271.5126
16094	306.01743
16095	254.66179
16096	279.3476
16097	202.43997
16098	288.7062
16099	295.32108
16100	297.91498
16101	325.02838
16102	289.1595
16103	274.74228
16104	263.60727
16105	297.59393
16106	320.7728
16107	285.44818
16108	245.07068
16109	307.9357
16110	273.3759
16111	304.40253
16112	188.91052
16113	286.189
16114	317.69653
16115	308.11786
16116	292.6438
16117	312.52658
16118	295.2295
16119	282.05948
16120	246.84744
16121	329.0942
16122	284.18433
16123	320.94342
16124	315.68573
16125	284.45587
16126	302.23578
16127	289.22687
16128	270.68692
16129	291.22644
16130	311.68985
16131	297.0129
16132	237.59859
16133	330.11536
16134	286.80753
16135	314.03732
16136	320.5355
16137	295.56107
16138	319.04468
16139	189.43726
16140	302.82605
16141	251.89278
16142	239.45622
16143	241.12863
16144	299.35757
16145	299.53998
16146	321.68124
16147	304.45587
16148	296.59198
